Date,Segment,Metric,Budget_Value,Forecast_Value,Variance,Variance_Pct
2026-02-28,Total,ClosingNBV,200781472.7319662,163603259.6,-37178213.1319662,-18.516754870902542
2026-02-28,Total,Collections,13811430.425473716,17616255.39,3804824.9645262845,27.548377302822225
2026-02-28,Total,GrossImpairment,-2931294.252562808,-5413411.09,-2482116.837437192,84.67648156670373
2026-02-28,Total,NetImpairment,-2931294.252562808,-5413411.09,-2482116.837437192,84.67648156670373
2026-02-28,Total,Revenue,4580220.043535713,5240084.0,659863.9564642869,14.406817798974192
2026-03-31,Near Prime Medium,ClosingGBV,100095439.43601142,91194973.76,-8900465.676011413,-8.891979221192459
2026-03-31,Near Prime Medium,ClosingNBV,87098771.0982149,75011991.08,-12086780.018214896,-13.87709592892593
2026-03-31,Near Prime Medium,Collections,3766365.377811832,5241040.43,1474675.0521881678,39.15379694375054
2026-03-31,Near Prime Medium,GrossImpairment,-777000.2297307685,501995.73999999993,1278995.9697307684,-164.60689724299593
2026-03-31,Near Prime Medium,NetImpairment,-777000.2297307685,532624.51,1309624.7397307684,-168.54882271843795
2026-03-31,Near Prime Medium,Revenue,1526723.2139127299,1605959.81,79236.59608727018,5.189977814262758
2026-03-31,Near Prime Small,ClosingGBV,33800001.20074325,31162155.08,-2637846.1207432523,-7.804278186490854
2026-03-31,Near Prime Small,ClosingNBV,28799099.770466283,23301707.01,-5497392.760466281,-19.088765983247512
2026-03-31,Near Prime Small,Collections,2161048.743788064,2670528.8899999997,509480.1462119357,23.57559715746518
2026-03-31,Near Prime Small,GrossImpairment,-299817.8499207186,-481516.13,-181698.28007928142,60.60288943014176
2026-03-31,Near Prime Small,NetImpairment,-299817.8499207186,-470428.06,-170610.21007928142,56.904620630291426
2026-03-31,Near Prime Small,Revenue,603307.9166409238,653582.97,50275.05335907615,8.33323282727596
2026-03-31,Non Prime,ClosingGBV,90055478.15744105,83359839.64,-6695638.517441049,-7.435015231094866
2026-03-31,Non Prime,ClosingNBV,70940840.33592418,51123506.25,-19817334.08592418,-27.935014572823935
2026-03-31,Non Prime,Collections,7035775.229963386,9326891.05,2291115.8200366143,32.563800649563056
2026-03-31,Non Prime,GrossImpairment,-1568927.4868663894,-420408.66,1148518.8268663895,-73.2040732590083
2026-03-31,Non Prime,NetImpairment,-1568927.4868663894,-366107.75,1202819.7368663894,-76.66509427206066
2026-03-31,Non Prime,Revenue,2747161.695300162,2772346.78,25185.084699837957,0.9167674674164461
2026-03-31,Prime,ClosingGBV,2564337.8615747904,1530356.81,-1033981.0515747904,-40.32156086249144
2026-03-31,Prime,ClosingNBV,1956259.5514905904,686095.05,-1270164.5014905904,-64.92821980205932
2026-03-31,Prime,Collections,182291.79000725882,255311.99,73020.19999274117,40.05676832172942
2026-03-31,Prime,GrossImpairment,-297.7493834439,219544.14,219841.88938344392,-73834.54059271465
2026-03-31,Prime,NetImpairment,-297.7493834439,222011.62,222309.3693834439,-74663.25095693438
2026-03-31,Prime,Revenue,22915.794877049408,18410.32,-4505.474877049408,-19.661001947445968
2026-03-31,Total,ClosingGBV,226515256.6557705,207247325.29,-19267931.36577052,-8.506239999123544
2026-03-31,Total,ClosingNBV,188794970.75609595,150123299.39000002,-38671671.36609593,-20.48342241915746
2026-03-31,Total,Collections,13145481.141570542,17493772.36,4348291.218429457,33.078220352685776
2026-03-31,Total,GrossImpairment,-2646043.3159013204,-180384.91000000003,2465658.4059013203,-93.18284364749503
2026-03-31,Total,NetImpairment,-2646043.3159013204,-81899.68,2564143.6359013203,-96.9048246675394
2026-03-31,Total,Revenue,4900108.620730865,5050299.88,150191.25926913507,3.065059795485392
2026-04-30,Near Prime Medium,ClosingGBV,96882607.89989169,87725918.11,-9156689.78989169,-9.451324637496594
2026-04-30,Near Prime Medium,ClosingNBV,84038540.82141288,68267925.57,-15770615.251412883,-18.765931794230482
2026-04-30,Near Prime Medium,Collections,3655517.444149149,4998730.4399999995,1343212.9958508504,36.74481154509972
2026-04-30,Near Prime Medium,GrossImpairment,-841067.3432215485,-3275589.91,-2434522.5667784517,289.45631837915334
2026-04-30,Near Prime Medium,NetImpairment,-841067.3432215485,-3275589.91,-2434522.5667784517,289.45631837915334
2026-04-30,Near Prime Medium,Revenue,1433609.1207626052,1530254.79,96645.66923739482,6.741423993311679
2026-04-30,Near Prime Small,ClosingGBV,32042329.576603536,29246383.74,-2795945.836603537,-8.725788273038248
2026-04-30,Near Prime Small,ClosingNBV,27172660.72285715,20194575.26,-6978085.46285715,-25.680538001150953
2026-04-30,Near Prime Small,Collections,2038683.6205202276,2528805.4899999998,490121.86947977217,24.041095172712666
2026-04-30,Near Prime Small,GrossImpairment,-181484.05955080973,-1192250.18,-1010766.1204491903,556.9448484626871
2026-04-30,Near Prime Small,NetImpairment,-181484.05955080973,-1192250.18,-1010766.1204491903,556.9448484626871
2026-04-30,Near Prime Small,Revenue,559788.1689079838,613923.9,54135.73109201621,9.670752991729415
2026-04-30,Non Prime,ClosingGBV,85986941.10034634,77500102.23,-8486838.870346338,-9.869916014854208
2026-04-30,Non Prime,ClosingNBV,68514374.46063723,40284077.46,-28230297.000637226,-41.20346602136177
2026-04-30,Non Prime,Collections,6650227.141581465,8430137.69,1779910.548418535,26.764657966182813
2026-04-30,Non Prime,GrossImpairment,-1454866.5004956336,-4984892.68,-3530026.179504366,242.63574549979546
2026-04-30,Non Prime,NetImpairment,-1454866.5004956336,-4984892.68,-3530026.179504366,242.63574549979546
2026-04-30,Non Prime,Revenue,2507572.0527507993,2583813.53,76241.47724920046,3.040450110518811
2026-04-30,Prime,ClosingGBV,2405176.8116116514,1337102.1,-1068074.7116116513,-44.40732616642683
2026-04-30,Prime,ClosingNBV,1826439.466050251,413445.74,-1412993.726050251,-77.36329357281721
2026-04-30,Prime,Collections,170984.27012500243,208691.85,37707.57987499758,22.05324492564753
2026-04-30,Prime,GrossImpairment,-265.0801539103142,-79394.61,-79129.52984608969,29851.170930307348
2026-04-30,Prime,NetImpairment,-265.0801539103142,-79394.61,-79129.52984608969,29851.170930307348
2026-04-30,Prime,Revenue,20955.270738883384,15437.13,-5518.140738883385,-26.332948916017784
2026-04-30,Total,ClosingGBV,217317055.38845322,195809506.18,-21507549.20845321,-9.896852858607241
2026-04-30,Total,ClosingNBV,181552015.4709575,129160024.02999999,-52391991.4409575,-28.857840715813232
2026-04-30,Total,Collections,12515412.476375842,16166365.469999999,3650952.9936241563,29.171655353075376
2026-04-30,Total,GrossImpairment,-2477682.983421902,-9532127.379999999,-7054444.396578097,284.7194109891846
2026-04-30,Total,NetImpairment,-2477682.983421902,-9532127.379999999,-7054444.396578097,284.7194109891846
2026-04-30,Total,Revenue,4521924.613160271,4743429.35,221504.73683972843,4.898461513380337
2026-05-31,Near Prime Medium,ClosingGBV,94327259.08652814,84324107.99,-10003151.096528143,-10.60472995123506
2026-05-31,Near Prime Medium,ClosingNBV,81591376.39902282,63370988.879999995,-18220387.519022822,-22.331266272450133
2026-05-31,Near Prime Medium,Collections,3548163.8750174968,4867609.59,1319445.714982503,37.1867185806348
2026-05-31,Near Prime Medium,GrossImpairment,-952755.0634539189,-1495625.48,-542870.4165460811,56.97901143427906
2026-05-31,Near Prime Medium,NetImpairment,-952755.0634539189,-1495625.48,-542870.4165460811,56.97901143427906
2026-05-31,Near Prime Medium,Revenue,1446478.5313259638,1466298.4000000001,19819.86867403635,1.3702151981383137
2026-05-31,Near Prime Small,ClosingGBV,30514896.05400525,27393283.34,-3121612.7140052505,-10.229799598466993
2026-05-31,Near Prime Small,ClosingNBV,25757236.06031141,18148047.01,-7609189.050311409,-29.541947095931587
2026-05-31,Near Prime Small,Collections,1923385.9703478022,2430605.66,507219.689652198,26.371185891538886
2026-05-31,Near Prime Small,GrossImpairment,-151687.88653571485,-194264.74,-42576.853464285145,28.068723506316662
2026-05-31,Near Prime Small,NetImpairment,-151687.88653571485,-194264.74,-42576.853464285145,28.068723506316662
2026-05-31,Near Prime Small,Revenue,551043.807434577,578342.18,27298.372565423022,4.953938724493168
2026-05-31,Non Prime,ClosingGBV,81953353.60053892,72115827.28,-9837526.320538923,-12.003811788458929
2026-05-31,Non Prime,ClosingNBV,64902296.069517754,33881323.88,-31020972.18951775,-47.79641718112831
2026-05-31,Non Prime,Collections,6287594.719891341,7811695.3100000005,1524100.5901086591,24.23980326351247
2026-05-31,Non Prime,GrossImpairment,-1373189.8901427938,-1023180.64,350009.25014279375,-25.488772722205034
2026-05-31,Non Prime,NetImpairment,-1373189.8901427938,-1023180.64,350009.25014279375,-25.488772722205034
2026-05-31,Non Prime,Revenue,2457461.5662092087,2439705.66,-17755.906209208537,-0.7225303725338916
2026-05-31,Prime,ClosingGBV,2253091.6281375396,1168134.65,-1084956.9781375397,-48.15414360375533
2026-05-31,Prime,ClosingNBV,1702412.9671252342,231421.01,-1470991.9571252342,-86.40629421480574
2026-05-31,Prime,Collections,160406.512209754,182640.09999999998,22233.587790245976,13.860776276447218
2026-05-31,Prime,GrossImpairment,-249.66889434990264,-13057.269999999999,-12807.601105650096,5129.834511022695
2026-05-31,Prime,NetImpairment,-249.66889434990264,-13057.27,-12807.601105650097,5129.834511022696
2026-05-31,Prime,Revenue,20793.08587672104,13672.61,-7120.475876721041,-34.244440286243375
2026-05-31,Total,ClosingGBV,209048600.36920983,185001353.26,-24047247.109209836,-11.50318493725332
2026-05-31,Total,ClosingNBV,173953321.49597722,115631780.78,-58321540.71597722,-33.5271210773207
2026-05-31,Total,Collections,11919551.077466395,15292550.66,3372999.5825336054,28.298042104204523
2026-05-31,Total,GrossImpairment,-2477882.5090267775,-2726128.13,-248245.62097322242,10.018458101579819
2026-05-31,Total,NetImpairment,-2477882.5090267775,-2726128.13,-248245.62097322242,10.018458101579819
2026-05-31,Total,Revenue,4475776.990846471,4498018.850000001,22241.85915352963,0.4969385024994999
2026-06-30,Near Prime Medium,ClosingGBV,92611531.48357223,80064677.92,-12546853.563572228,-13.547830775045366
2026-06-30,Near Prime Medium,ClosingNBV,78163313.94270582,54816318.98,-23346994.96270583,-29.869504995424467
2026-06-30,Near Prime Medium,Collections,3444269.1672628494,4568214.92,1123945.7527371505,32.632343703565624
2026-06-30,Near Prime Medium,GrossImpairment,-795590.2146056882,-5150118.68,-4354528.465394312,547.3330849792453
2026-06-30,Near Prime Medium,NetImpairment,-795590.2146056882,-5122907.12,-4327316.905394312,543.9127865014055
2026-06-30,Near Prime Medium,Revenue,1366855.021530375,1397683.16,30828.13846962503,2.2554066074329526
2026-06-30,Near Prime Small,ClosingGBV,29284142.891747523,25292023.04,-3992119.851747524,-13.632360238457009
2026-06-30,Near Prime Small,ClosingNBV,24150964.199423704,14971169.62,-9179794.579423705,-38.01005418923504
2026-06-30,Near Prime Small,Collections,1814772.3749765155,2267611.88,452839.50502348435,24.952964419537427
2026-06-30,Near Prime Small,GrossImpairment,-228002.62847082884,-1369921.33,-1141918.7015291713,500.8357619330124
2026-06-30,Near Prime Small,NetImpairment,-228002.62847082884,-1360573.73,-1132571.1015291712,496.7359846354029
2026-06-30,Near Prime Small,Revenue,507678.31340891484,541045.33,33367.01659108512,6.572472313626143
2026-06-30,Non Prime,ClosingGBV,78212510.09059007,65704085.02,-12508425.070590071,-15.9928700103118
2026-06-30,Non Prime,ClosingNBV,57602804.69074752,25791185.59,-31811619.100747522,-55.22581629754788
2026-06-30,Non Prime,Collections,5946601.851469262,6992842.31,1046240.458530738,17.593921447292416
2026-06-30,Non Prime,GrossImpairment,-1228421.1783038895,-3019216.86,-1790795.6816961104,145.78026765776744
2026-06-30,Non Prime,NetImpairment,-1228421.1783038895,-2976651.1,-1748229.9216961106,142.31518900626034
2026-06-30,Non Prime,Revenue,2235450.170030146,2295076.01,59625.83996985387,2.6672855771618487
2026-06-30,Prime,ClosingGBV,2111968.073913756,972359.5,-1139608.5739137558,-53.95955497574878
2026-06-30,Prime,ClosingNBV,1586761.3184086005,-49208.63,-1635969.9484086004,-103.10119924333374
2026-06-30,Prime,Collections,150531.23801552938,159065.94999999998,8534.711984470603,5.669728155421216
2026-06-30,Prime,GrossImpairment,-238.63399187679698,-123136.69,-122898.05600812321,51500.64961054399
2026-06-30,Prime,NetImpairment,-238.63399187679698,-121917.51,-121678.8760081232,50989.750056624
2026-06-30,Prime,Revenue,19298.693783317492,12057.92,-7240.773783317492,-37.519501913526845
2026-06-30,Total,ClosingGBV,202220152.5398236,172033145.48000002,-30187007.059823573,-14.927793635146624
2026-06-30,Total,ClosingNBV,161503844.15128565,95529465.56,-65974378.591285646,-40.850036070649445
2026-06-30,Total,Collections,11356174.631724156,13987735.059999999,2631560.428275842,23.172947877398965
2026-06-30,Total,GrossImpairment,-2252252.655372283,-9662393.56,-7410140.904627718,329.01019727748394
2026-06-30,Total,NetImpairment,-2252252.655372283,-9582049.46,-7329796.804627718,325.4429198759741
2026-06-30,Total,Revenue,4129282.1987527534,4245862.42,116580.22124724649,2.8232563345382378
2026-07-31,Near Prime Medium,ClosingGBV,89635773.3244101,77169677.76,-12466095.56441009,-13.90750043433302
2026-07-31,Near Prime Medium,ClosingNBV,75327646.0069091,49457595.18000001,-25870050.826909095,-34.3433682031379
2026-07-31,Near Prime Medium,Collections,3343764.1153728417,4211726.49,867962.3746271585,25.957643681763653
2026-07-31,Near Prime Medium,GrossImpairment,-787090.1145790773,-2464104.6,-1677014.4854209227,213.06511851159024
2026-07-31,Near Prime Medium,NetImpairment,-787090.1145790773,-2464104.6,-1677014.4854209227,213.06511851159024
2026-07-31,Near Prime Medium,Revenue,1379644.0618262321,1317107.26,-62536.80182623211,-4.532821439716295
2026-07-31,Near Prime Small,ClosingGBV,27787124.68075699,23716244.84,-4070879.84075699,-14.6502377900803
2026-07-31,Near Prime Small,ClosingNBV,22764993.43820744,12773190.83,-9991802.60820744,-43.89108494728481
2026-07-31,Near Prime Small,Collections,1712467.8362011788,2074290.19,361822.3537988211,21.128709465368
2026-07-31,Near Prime Small,GrossImpairment,-202039.76248046063,-622926.5499999999,-420886.7875195393,208.31878950572587
2026-07-31,Near Prime Small,NetImpairment,-202039.76248046063,-622926.55,-420886.7875195394,208.3187895057259
2026-07-31,Near Prime Small,Revenue,499318.77971248364,499237.9,-80.87971248361282,-0.016198011324586314
2026-07-31,Non Prime,ClosingGBV,74764209.6496209,61673190.85,-13091018.799620904,-17.509740102879935
2026-07-31,Non Prime,ClosingNBV,56440112.377749175,19895313.16,-36544799.21774918,-64.74969251152044
2026-07-31,Non Prime,Collections,5626000.431149774,6143109.83,517109.39885022584,9.191421244604236
2026-07-31,Non Prime,GrossImpairment,-1166964.7623922997,-1868607.49,-701642.7276077003,60.12544253429895
2026-07-31,Non Prime,NetImpairment,-1166964.7623922997,-1868607.49,-701642.7276077003,60.12544253429895
2026-07-31,Non Prime,Revenue,2186684.9258396095,2122406.95,-64277.97583960928,-2.93951703238311
2026-07-31,Prime,ClosingGBV,1982028.5741008432,851375.28,-1130653.2941008431,-57.04525700966594
2026-07-31,Prime,ClosingNBV,1480716.013673538,-161086.84,-1641802.8536735382,-110.87898276998817
2026-07-31,Prime,Collections,141307.1140668002,131062.81,-10244.304066800192,-7.249673262704526
2026-07-31,Prime,GrossImpairment,-221.856579476711,9106.01,9327.866579476711,-4204.4579437212
2026-07-31,Prime,NetImpairment,-221.856579476711,9106.01,9327.866579476711,-4204.4579437212
2026-07-31,Prime,Revenue,19104.992051352812,10078.57,-9026.422051352813,-47.24640568857843
2026-07-31,Total,ClosingGBV,194169136.22888884,163410488.73,-30758647.49888885,-15.841162038559109
2026-07-31,Total,ClosingNBV,156013467.83653927,81965012.33000001,-74048455.50653926,-47.46286108076413
2026-07-31,Total,Collections,10823539.496790595,12560189.32,1736649.823209405,16.045119285833962
